,,,,,eye_scc,eye_non
  LA: St. James Parish (22093),2000-2004,female,0-44,nhw,0,0
  LA: St. James Parish (22093),2000-2004,female,0-44,hw,0,0
  LA: St. James Parish (22093),2000-2004,female,0-44,b,0,0
  LA: St. James Parish (22093),2000-2004,female,45-64,nhw,0,0
  LA: St. James Parish (22093),2000-2004,female,45-64,hw,0,0
  LA: St. James Parish (22093),2000-2004,female,45-64,b,0,0
  LA: St. James Parish (22093),2000-2004,female,65+,nhw,0,1
  LA: St. James Parish (22093),2000-2004,female,65+,hw,0,0
  LA: St. James Parish (22093),2000-2004,female,65+,b,0,0
  LA: St. James Parish (22093),2005-2009,male,0-44,nhw,0,0
  LA: St. James Parish (22093),2005-2009,male,0-44,hw,0,0
  LA: St. James Parish (22093),2005-2009,male,0-44,b,0,0
  LA: St. James Parish (22093),2005-2009,male,45-64,nhw,0,0
  LA: St. James Parish (22093),2005-2009,male,45-64,hw,0,0
  LA: St. James Parish (22093),2005-2009,male,45-64,b,0,0
  LA: St. James Parish (22093),2005-2009,male,65+,nhw,0,0
  LA: St. James Parish (22093),2005-2009,male,65+,hw,0,0
  LA: St. James Parish (22093),2005-2009,male,65+,b,0,0
  LA: St. James Parish (22093),2005-2009,female,0-44,nhw,0,0
  LA: St. James Parish (22093),2005-2009,female,0-44,hw,0,0
  LA: St. James Parish (22093),2005-2009,female,0-44,b,0,0
  LA: St. James Parish (22093),2005-2009,female,45-64,nhw,0,0
  LA: St. James Parish (22093),2005-2009,female,45-64,hw,0,0
  LA: St. James Parish (22093),2005-2009,female,45-64,b,0,0
  LA: St. James Parish (22093),2005-2009,female,65+,nhw,0,0
  LA: St. James Parish (22093),2005-2009,female,65+,hw,0,0
  LA: St. James Parish (22093),2005-2009,female,65+,b,0,0
  LA: St. James Parish (22093),2010-2013,male,0-44,nhw,0,0
  LA: St. James Parish (22093),2010-2013,male,0-44,hw,0,0
  LA: St. James Parish (22093),2010-2013,male,0-44,b,0,1
  LA: St. James Parish (22093),2010-2013,male,45-64,nhw,0,0
  LA: St. James Parish (22093),2010-2013,male,45-64,hw,0,0
  LA: St. James Parish (22093),2010-2013,male,45-64,b,0,0
  LA: St. James Parish (22093),2010-2013,male,65+,nhw,0,0
  LA: St. James Parish (22093),2010-2013,male,65+,hw,0,0
  LA: St. James Parish (22093),2010-2013,male,65+,b,0,0
  LA: St. James Parish (22093),2010-2013,female,0-44,nhw,0,0
  LA: St. James Parish (22093),2010-2013,female,0-44,hw,0,0
  LA: St. James Parish (22093),2010-2013,female,0-44,b,0,0
  LA: St. James Parish (22093),2010-2013,female,45-64,nhw,0,0
  LA: St. James Parish (22093),2010-2013,female,45-64,hw,0,0
  LA: St. James Parish (22093),2010-2013,female,45-64,b,0,0
  LA: St. James Parish (22093),2010-2013,female,65+,nhw,0,0
  LA: St. James Parish (22093),2010-2013,female,65+,hw,0,0
  LA: St. James Parish (22093),2010-2013,female,65+,b,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,0-44,nhw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,0-44,hw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,0-44,b,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,45-64,nhw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,45-64,hw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,45-64,b,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,65+,nhw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,65+,hw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,male,65+,b,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,female,0-44,nhw,0,1
  LA: St. John the Baptist Parish (22095),2000-2004,female,0-44,hw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,female,0-44,b,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,female,45-64,nhw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,female,45-64,hw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,female,45-64,b,0,1
  LA: St. John the Baptist Parish (22095),2000-2004,female,65+,nhw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,female,65+,hw,0,0
  LA: St. John the Baptist Parish (22095),2000-2004,female,65+,b,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,0-44,nhw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,0-44,hw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,0-44,b,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,45-64,nhw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,45-64,hw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,45-64,b,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,65+,nhw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,65+,hw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,male,65+,b,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,0-44,nhw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,0-44,hw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,0-44,b,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,45-64,nhw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,45-64,hw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,45-64,b,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,65+,nhw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,65+,hw,0,0
  LA: St. John the Baptist Parish (22095),2005-2009,female,65+,b,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,0-44,nhw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,0-44,hw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,0-44,b,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,45-64,nhw,0,1
  LA: St. John the Baptist Parish (22095),2010-2013,male,45-64,hw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,45-64,b,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,65+,nhw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,65+,hw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,male,65+,b,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,0-44,nhw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,0-44,hw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,0-44,b,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,45-64,nhw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,45-64,hw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,45-64,b,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,65+,nhw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,65+,hw,0,0
  LA: St. John the Baptist Parish (22095),2010-2013,female,65+,b,0,0
  LA: St. Landry Parish (22097),2000-2004,male,0-44,nhw,0,0
  LA: St. Landry Parish (22097),2000-2004,male,0-44,hw,0,0
  LA: St. Landry Parish (22097),2000-2004,male,0-44,b,0,0
  LA: St. Landry Parish (22097),2000-2004,male,45-64,nhw,0,1
  LA: St. Landry Parish (22097),2000-2004,male,45-64,hw,0,0
  LA: St. Landry Parish (22097),2000-2004,male,45-64,b,0,0
  LA: St. Landry Parish (22097),2000-2004,male,65+,nhw,0,0
  LA: St. Landry Parish (22097),2000-2004,male,65+,hw,0,0
  LA: St. Landry Parish (22097),2000-2004,male,65+,b,0,0
  LA: St. Landry Parish (22097),2000-2004,female,0-44,nhw,0,0
  LA: St. Landry Parish (22097),2000-2004,female,0-44,hw,0,0
  LA: St. Landry Parish (22097),2000-2004,female,0-44,b,0,1
  LA: St. Landry Parish (22097),2000-2004,female,45-64,nhw,0,0
  LA: St. Landry Parish (22097),2000-2004,female,45-64,hw,0,0
  LA: St. Landry Parish (22097),2000-2004,female,45-64,b,0,0
  LA: St. Landry Parish (22097),2000-2004,female,65+,nhw,0,0
  LA: St. Landry Parish (22097),2000-2004,female,65+,hw,0,0
  LA: St. Landry Parish (22097),2000-2004,female,65+,b,0,0
  LA: St. Landry Parish (22097),2005-2009,male,0-44,nhw,0,0
  LA: St. Landry Parish (22097),2005-2009,male,0-44,hw,0,0
  LA: St. Landry Parish (22097),2005-2009,male,0-44,b,0,0
  LA: St. Landry Parish (22097),2005-2009,male,45-64,nhw,1,0
  LA: St. Landry Parish (22097),2005-2009,male,45-64,hw,0,0
  LA: St. Landry Parish (22097),2005-2009,male,45-64,b,0,0
  LA: St. Landry Parish (22097),2005-2009,male,65+,nhw,0,1
  LA: St. Landry Parish (22097),2005-2009,male,65+,hw,0,0
  LA: St. Landry Parish (22097),2005-2009,male,65+,b,0,0
  LA: St. Landry Parish (22097),2005-2009,female,0-44,nhw,0,0
  LA: St. Landry Parish (22097),2005-2009,female,0-44,hw,0,0
  LA: St. Landry Parish (22097),2005-2009,female,0-44,b,0,0
  LA: St. Landry Parish (22097),2005-2009,female,45-64,nhw,0,1
  LA: St. Landry Parish (22097),2005-2009,female,45-64,hw,0,0
  LA: St. Landry Parish (22097),2005-2009,female,45-64,b,0,0
  LA: St. Landry Parish (22097),2005-2009,female,65+,nhw,0,1
  LA: St. Landry Parish (22097),2005-2009,female,65+,hw,0,0
  LA: St. Landry Parish (22097),2005-2009,female,65+,b,0,0
  LA: St. Landry Parish (22097),2010-2013,male,0-44,nhw,0,0
  LA: St. Landry Parish (22097),2010-2013,male,0-44,hw,0,0
  LA: St. Landry Parish (22097),2010-2013,male,0-44,b,0,0
  LA: St. Landry Parish (22097),2010-2013,male,45-64,nhw,0,1
  LA: St. Landry Parish (22097),2010-2013,male,45-64,hw,0,0
  LA: St. Landry Parish (22097),2010-2013,male,45-64,b,0,0
  LA: St. Landry Parish (22097),2010-2013,male,65+,nhw,0,0
  LA: St. Landry Parish (22097),2010-2013,male,65+,hw,0,0
  LA: St. Landry Parish (22097),2010-2013,male,65+,b,0,0
  LA: St. Landry Parish (22097),2010-2013,female,0-44,nhw,0,0
  LA: St. Landry Parish (22097),2010-2013,female,0-44,hw,0,0
  LA: St. Landry Parish (22097),2010-2013,female,0-44,b,0,0
  LA: St. Landry Parish (22097),2010-2013,female,45-64,nhw,0,0
  LA: St. Landry Parish (22097),2010-2013,female,45-64,hw,0,0
  LA: St. Landry Parish (22097),2010-2013,female,45-64,b,0,0
  LA: St. Landry Parish (22097),2010-2013,female,65+,nhw,0,2
  LA: St. Landry Parish (22097),2010-2013,female,65+,hw,0,0
  LA: St. Landry Parish (22097),2010-2013,female,65+,b,0,0
  LA: St. Martin Parish (22099),2000-2004,male,0-44,nhw,0,0
  LA: St. Martin Parish (22099),2000-2004,male,0-44,hw,0,0
  LA: St. Martin Parish (22099),2000-2004,male,0-44,b,0,0
  LA: St. Martin Parish (22099),2000-2004,male,45-64,nhw,1,0
  LA: St. Martin Parish (22099),2000-2004,male,45-64,hw,0,0
  LA: St. Martin Parish (22099),2000-2004,male,45-64,b,0,0
  LA: St. Martin Parish (22099),2000-2004,male,65+,nhw,0,0
  LA: St. Martin Parish (22099),2000-2004,male,65+,hw,0,0
  LA: St. Martin Parish (22099),2000-2004,male,65+,b,0,0
  LA: St. Martin Parish (22099),2000-2004,female,0-44,nhw,0,0
  LA: St. Martin Parish (22099),2000-2004,female,0-44,hw,0,0
  LA: St. Martin Parish (22099),2000-2004,female,0-44,b,0,0
  LA: St. Martin Parish (22099),2000-2004,female,45-64,nhw,0,0
  LA: St. Martin Parish (22099),2000-2004,female,45-64,hw,0,0
  LA: St. Martin Parish (22099),2000-2004,female,45-64,b,0,0
  LA: St. Martin Parish (22099),2000-2004,female,65+,nhw,0,1
  LA: St. Martin Parish (22099),2000-2004,female,65+,hw,0,0
  LA: St. Martin Parish (22099),2000-2004,female,65+,b,0,0
  LA: St. Martin Parish (22099),2005-2009,male,0-44,nhw,0,0
  LA: St. Martin Parish (22099),2005-2009,male,0-44,hw,0,0
  LA: St. Martin Parish (22099),2005-2009,male,0-44,b,0,0
  LA: St. Martin Parish (22099),2005-2009,male,45-64,nhw,0,0
  LA: St. Martin Parish (22099),2005-2009,male,45-64,hw,0,0
  LA: St. Martin Parish (22099),2005-2009,male,45-64,b,0,0
  LA: St. Martin Parish (22099),2005-2009,male,65+,nhw,0,0
  LA: St. Martin Parish (22099),2005-2009,male,65+,hw,0,0
  LA: St. Martin Parish (22099),2005-2009,male,65+,b,0,0
  LA: St. Martin Parish (22099),2005-2009,female,0-44,nhw,0,0
  LA: St. Martin Parish (22099),2005-2009,female,0-44,hw,0,0
  LA: St. Martin Parish (22099),2005-2009,female,0-44,b,0,0
  LA: St. Martin Parish (22099),2005-2009,female,45-64,nhw,0,1
  LA: St. Martin Parish (22099),2005-2009,female,45-64,hw,0,0
  LA: St. Martin Parish (22099),2005-2009,female,45-64,b,0,0
  LA: St. Martin Parish (22099),2005-2009,female,65+,nhw,0,1
  LA: St. Martin Parish (22099),2005-2009,female,65+,hw,0,0
  LA: St. Martin Parish (22099),2005-2009,female,65+,b,0,0
  LA: St. Martin Parish (22099),2010-2013,male,0-44,nhw,0,0
  LA: St. Martin Parish (22099),2010-2013,male,0-44,hw,0,0
  LA: St. Martin Parish (22099),2010-2013,male,0-44,b,0,0
  LA: St. Martin Parish (22099),2010-2013,male,45-64,nhw,0,0
  LA: St. Martin Parish (22099),2010-2013,male,45-64,hw,0,0
  LA: St. Martin Parish (22099),2010-2013,male,45-64,b,0,0
  LA: St. Martin Parish (22099),2010-2013,male,65+,nhw,0,1
  LA: St. Martin Parish (22099),2010-2013,male,65+,hw,0,0
  LA: St. Martin Parish (22099),2010-2013,male,65+,b,0,0
  LA: St. Martin Parish (22099),2010-2013,female,0-44,nhw,1,0
  LA: St. Martin Parish (22099),2010-2013,female,0-44,hw,0,0
  LA: St. Martin Parish (22099),2010-2013,female,0-44,b,0,0
  LA: St. Martin Parish (22099),2010-2013,female,45-64,nhw,0,0
  LA: St. Martin Parish (22099),2010-2013,female,45-64,hw,0,0
  LA: St. Martin Parish (22099),2010-2013,female,45-64,b,0,0
  LA: St. Martin Parish (22099),2010-2013,female,65+,nhw,0,0
  LA: St. Martin Parish (22099),2010-2013,female,65+,hw,0,0
  LA: St. Martin Parish (22099),2010-2013,female,65+,b,0,0
  LA: St. Mary Parish (22101),2000-2004,male,0-44,nhw,0,0
  LA: St. Mary Parish (22101),2000-2004,male,0-44,hw,0,1
  LA: St. Mary Parish (22101),2000-2004,male,0-44,b,0,0
  LA: St. Mary Parish (22101),2000-2004,male,45-64,nhw,0,0
  LA: St. Mary Parish (22101),2000-2004,male,45-64,hw,0,1
  LA: St. Mary Parish (22101),2000-2004,male,45-64,b,0,0
  LA: St. Mary Parish (22101),2000-2004,male,65+,nhw,0,0
  LA: St. Mary Parish (22101),2000-2004,male,65+,hw,0,0
  LA: St. Mary Parish (22101),2000-2004,male,65+,b,0,0
  LA: St. Mary Parish (22101),2000-2004,female,0-44,nhw,0,2
  LA: St. Mary Parish (22101),2000-2004,female,0-44,hw,0,0
  LA: St. Mary Parish (22101),2000-2004,female,0-44,b,0,0
  LA: St. Mary Parish (22101),2000-2004,female,45-64,nhw,0,0
  LA: St. Mary Parish (22101),2000-2004,female,45-64,hw,0,0
  LA: St. Mary Parish (22101),2000-2004,female,45-64,b,0,0
  LA: St. Mary Parish (22101),2000-2004,female,65+,nhw,0,0
  LA: St. Mary Parish (22101),2000-2004,female,65+,hw,0,0
  LA: St. Mary Parish (22101),2000-2004,female,65+,b,0,0
  LA: St. Mary Parish (22101),2005-2009,male,0-44,nhw,0,0
  LA: St. Mary Parish (22101),2005-2009,male,0-44,hw,0,0
  LA: St. Mary Parish (22101),2005-2009,male,0-44,b,0,0
  LA: St. Mary Parish (22101),2005-2009,male,45-64,nhw,0,0
  LA: St. Mary Parish (22101),2005-2009,male,45-64,hw,0,0
  LA: St. Mary Parish (22101),2005-2009,male,45-64,b,0,0
  LA: St. Mary Parish (22101),2005-2009,male,65+,nhw,0,2
  LA: St. Mary Parish (22101),2005-2009,male,65+,hw,0,0
  LA: St. Mary Parish (22101),2005-2009,male,65+,b,0,0
  LA: St. Mary Parish (22101),2005-2009,female,0-44,nhw,0,0
  LA: St. Mary Parish (22101),2005-2009,female,0-44,hw,0,0
  LA: St. Mary Parish (22101),2005-2009,female,0-44,b,0,0
  LA: St. Mary Parish (22101),2005-2009,female,45-64,nhw,0,0
  LA: St. Mary Parish (22101),2005-2009,female,45-64,hw,0,0
  LA: St. Mary Parish (22101),2005-2009,female,45-64,b,0,0
  LA: St. Mary Parish (22101),2005-2009,female,65+,nhw,0,0
  LA: St. Mary Parish (22101),2005-2009,female,65+,hw,0,0
  LA: St. Mary Parish (22101),2005-2009,female,65+,b,0,1
  LA: St. Mary Parish (22101),2010-2013,male,0-44,nhw,0,0
  LA: St. Mary Parish (22101),2010-2013,male,0-44,hw,0,0
  LA: St. Mary Parish (22101),2010-2013,male,0-44,b,0,0
  LA: St. Mary Parish (22101),2010-2013,male,45-64,nhw,0,0
  LA: St. Mary Parish (22101),2010-2013,male,45-64,hw,0,0
  LA: St. Mary Parish (22101),2010-2013,male,45-64,b,0,0
  LA: St. Mary Parish (22101),2010-2013,male,65+,nhw,0,0
  LA: St. Mary Parish (22101),2010-2013,male,65+,hw,0,0
  LA: St. Mary Parish (22101),2010-2013,male,65+,b,0,0
  LA: St. Mary Parish (22101),2010-2013,female,0-44,nhw,0,0
  LA: St. Mary Parish (22101),2010-2013,female,0-44,hw,0,0
  LA: St. Mary Parish (22101),2010-2013,female,0-44,b,0,0
  LA: St. Mary Parish (22101),2010-2013,female,45-64,nhw,0,0
  LA: St. Mary Parish (22101),2010-2013,female,45-64,hw,0,0
  LA: St. Mary Parish (22101),2010-2013,female,45-64,b,0,0
  LA: St. Mary Parish (22101),2010-2013,female,65+,nhw,0,0
  LA: St. Mary Parish (22101),2010-2013,female,65+,hw,0,0
  LA: St. Mary Parish (22101),2010-2013,female,65+,b,0,0
  LA: St. Tammany Parish (22103),2000-2004,male,0-44,nhw,0,2
  LA: St. Tammany Parish (22103),2000-2004,male,0-44,hw,0,1
  LA: St. Tammany Parish (22103),2000-2004,male,0-44,b,0,0
  LA: St. Tammany Parish (22103),2000-2004,male,45-64,nhw,0,2
  LA: St. Tammany Parish (22103),2000-2004,male,45-64,hw,0,0
  LA: St. Tammany Parish (22103),2000-2004,male,45-64,b,0,0
  LA: St. Tammany Parish (22103),2000-2004,male,65+,nhw,0,1
  LA: St. Tammany Parish (22103),2000-2004,male,65+,hw,0,0
  LA: St. Tammany Parish (22103),2000-2004,male,65+,b,0,1
  LA: St. Tammany Parish (22103),2000-2004,female,0-44,nhw,0,3
  LA: St. Tammany Parish (22103),2000-2004,female,0-44,hw,0,0
  LA: St. Tammany Parish (22103),2000-2004,female,0-44,b,0,0
  LA: St. Tammany Parish (22103),2000-2004,female,45-64,nhw,0,0
  LA: St. Tammany Parish (22103),2000-2004,female,45-64,hw,0,0
  LA: St. Tammany Parish (22103),2000-2004,female,45-64,b,0,0
  LA: St. Tammany Parish (22103),2000-2004,female,65+,nhw,0,2
  LA: St. Tammany Parish (22103),2000-2004,female,65+,hw,0,0
  LA: St. Tammany Parish (22103),2000-2004,female,65+,b,0,0
  LA: St. Tammany Parish (22103),2005-2009,male,0-44,nhw,1,1
  LA: St. Tammany Parish (22103),2005-2009,male,0-44,hw,0,0
  LA: St. Tammany Parish (22103),2005-2009,male,0-44,b,0,0
  LA: St. Tammany Parish (22103),2005-2009,male,45-64,nhw,1,2
  LA: St. Tammany Parish (22103),2005-2009,male,45-64,hw,0,0
  LA: St. Tammany Parish (22103),2005-2009,male,45-64,b,0,1
  LA: St. Tammany Parish (22103),2005-2009,male,65+,nhw,0,1
  LA: St. Tammany Parish (22103),2005-2009,male,65+,hw,0,0
  LA: St. Tammany Parish (22103),2005-2009,male,65+,b,0,0
  LA: St. Tammany Parish (22103),2005-2009,female,0-44,nhw,0,1
  LA: St. Tammany Parish (22103),2005-2009,female,0-44,hw,0,0
  LA: St. Tammany Parish (22103),2005-2009,female,0-44,b,0,0
  LA: St. Tammany Parish (22103),2005-2009,female,45-64,nhw,0,2
  LA: St. Tammany Parish (22103),2005-2009,female,45-64,hw,0,0
  LA: St. Tammany Parish (22103),2005-2009,female,45-64,b,0,0
  LA: St. Tammany Parish (22103),2005-2009,female,65+,nhw,0,1
  LA: St. Tammany Parish (22103),2005-2009,female,65+,hw,0,0
  LA: St. Tammany Parish (22103),2005-2009,female,65+,b,0,0
  LA: St. Tammany Parish (22103),2010-2013,male,0-44,nhw,0,2
  LA: St. Tammany Parish (22103),2010-2013,male,0-44,hw,0,0
  LA: St. Tammany Parish (22103),2010-2013,male,0-44,b,0,0
  LA: St. Tammany Parish (22103),2010-2013,male,45-64,nhw,0,0
  LA: St. Tammany Parish (22103),2010-2013,male,45-64,hw,0,0
  LA: St. Tammany Parish (22103),2010-2013,male,45-64,b,0,0
  LA: St. Tammany Parish (22103),2010-2013,male,65+,nhw,0,1
  LA: St. Tammany Parish (22103),2010-2013,male,65+,hw,0,0
  LA: St. Tammany Parish (22103),2010-2013,male,65+,b,0,0
  LA: St. Tammany Parish (22103),2010-2013,female,0-44,nhw,0,2
  LA: St. Tammany Parish (22103),2010-2013,female,0-44,hw,0,0
  LA: St. Tammany Parish (22103),2010-2013,female,0-44,b,0,0
  LA: St. Tammany Parish (22103),2010-2013,female,45-64,nhw,0,0
  LA: St. Tammany Parish (22103),2010-2013,female,45-64,hw,0,0
  LA: St. Tammany Parish (22103),2010-2013,female,45-64,b,0,0
  LA: St. Tammany Parish (22103),2010-2013,female,65+,nhw,0,1
  LA: St. Tammany Parish (22103),2010-2013,female,65+,hw,0,0
  LA: St. Tammany Parish (22103),2010-2013,female,65+,b,0,0
  LA: Tangipahoa Parish (22105),2000-2004,male,0-44,nhw,0,1
  LA: Tangipahoa Parish (22105),2000-2004,male,0-44,hw,0,0
  LA: Tangipahoa Parish (22105),2000-2004,male,0-44,b,0,0
  LA: Tangipahoa Parish (22105),2000-2004,male,45-64,nhw,0,0
  LA: Tangipahoa Parish (22105),2000-2004,male,45-64,hw,0,0
  LA: Tangipahoa Parish (22105),2000-2004,male,45-64,b,0,0
  LA: Tangipahoa Parish (22105),2000-2004,male,65+,nhw,1,1
  LA: Tangipahoa Parish (22105),2000-2004,male,65+,hw,0,0
  LA: Tangipahoa Parish (22105),2000-2004,male,65+,b,0,0
  LA: Tangipahoa Parish (22105),2000-2004,female,0-44,nhw,0,1
  LA: Tangipahoa Parish (22105),2000-2004,female,0-44,hw,0,0
  LA: Tangipahoa Parish (22105),2000-2004,female,0-44,b,0,0
  LA: Tangipahoa Parish (22105),2000-2004,female,45-64,nhw,0,1
  LA: Tangipahoa Parish (22105),2000-2004,female,45-64,hw,0,0
  LA: Tangipahoa Parish (22105),2000-2004,female,45-64,b,0,0
  LA: Tangipahoa Parish (22105),2000-2004,female,65+,nhw,0,2
  LA: Tangipahoa Parish (22105),2000-2004,female,65+,hw,0,0
  LA: Tangipahoa Parish (22105),2000-2004,female,65+,b,0,0
  LA: Tangipahoa Parish (22105),2005-2009,male,0-44,nhw,0,0
  LA: Tangipahoa Parish (22105),2005-2009,male,0-44,hw,0,0
  LA: Tangipahoa Parish (22105),2005-2009,male,0-44,b,0,1
  LA: Tangipahoa Parish (22105),2005-2009,male,45-64,nhw,0,0
  LA: Tangipahoa Parish (22105),2005-2009,male,45-64,hw,0,0
  LA: Tangipahoa Parish (22105),2005-2009,male,45-64,b,0,0
  LA: Tangipahoa Parish (22105),2005-2009,male,65+,nhw,0,0
